,xr,linear_reg,k2,k3,k5,k10,k30,k500,k100,k300
469,1169,736.8707933250867,808.0,791.6666666666666,763.0,762.3,800.9333333333333,812.712,779.71,803.2266666666667
470,1170,737.9604311064404,720.0,812.3333333333334,829.6,788.3,813.4333333333333,811.126,778.87,797.5133333333333
471,1171,739.0500688877942,874.5,734.3333333333334,802.4,827.1,823.8666666666667,812.404,775.42,797.7966666666666
472,1172,740.1397066691479,776.0,771.6666666666666,819.0,827.1,827.7666666666667,815.388,778.71,798.6333333333333
473,1173,741.2293444505015,890.0,857.0,824.6,875.5,817.2,816.402,779.84,796.48
474,1174,742.3189822318552,890.0,857.0,840.0,880.6,827.1333333333333,816.56,780.44,797.45
475,1175,743.408620013209,814.5,978.3333333333334,936.6,909.5,823.2333333333333,816.814,779.16,799.4266666666666
476,1176,744.4982577945627,943.0,885.0,961.2,909.1,814.4666666666667,817.61,777.21,801.03
477,1177,745.5878955759163,929.5,855.6666666666666,881.6,831.8,798.9666666666667,817.452,777.38,800.4533333333334
478,1178,746.67753335727,814.5,770.0,844.2,781.2,823.9333333333333,818.428,773.43,801.0333333333333
479,1179,747.7671711386238,744.5,722.0,759.0,783.6,814.9333333333333,818.836,771.5,801.57
480,1180,748.8568089199775,789.5,760.6666666666666,719.6,734.5,817.1333333333333,820.394,771.18,804.1933333333334
481,1181,749.9464467013311,716.0,713.6666666666666,708.8,775.7,784.9,821.132,770.45,805.16
482,1182,751.0360844826848,718.5,704.0,832.0,778.0,770.2666666666667,821.132,776.22,806.29
483,1183,752.1257222640386,1023.5,874.0,821.8,792.9,768.2333333333333,821.278,773.23,805.84
484,1184,753.2153600453923,849.0,812.0,896.6,821.7,751.5333333333333,822.718,769.96,805.53
485,1185,754.3049978267459,685.5,789.0,790.4,843.7,751.1666666666666,823.904,773.11,806.3166666666667
486,1186,755.3946356080996,819.0,789.3333333333334,780.2,751.6,759.9333333333333,824.494,776.5,806.3166666666667
487,1187,756.4842733894534,605.0,660.3333333333334,670.6,729.9,765.7666666666667,825.044,779.29,808.85
488,1188,757.5739111708072,711.0,652.0,678.8,739.0,770.0333333333333,825.034,775.62,811.5766666666667
489,1189,758.6635489521607,719.0,728.0,696.2,723.0,777.7,826.484,780.56,811.77
490,1190,759.7531867335144,648.5,705.6666666666666,729.2,759.6,782.5666666666667,826.66,784.7,815.65
491,1191,760.8428245148682,750.5,736.0,801.6,767.7,760.4666666666667,828.016,789.25,813.75
492,1192,761.932462296222,900.0,811.0,839.2,752.2,741.0666666666667,832.282,790.82,810.87
493,1193,763.0221000775755,851.0,884.0,825.4,809.8,747.0,833.464,787.09,812.5266666666666
494,1194,764.1117378589292,780.0,676.3333333333334,780.4,781.7,752.0333333333333,836.512,787.09,815.2566666666667
495,1195,765.201375640283,740.0,777.3333333333334,839.0,761.8,754.8666666666667,835.64,785.65,816.4466666666667
496,1196,766.2910134216365,740.0,713.0,743.2,743.3,772.9,837.004,791.84,818.0066666666667
497,1197,767.3806512029903,692.0,766.3333333333334,647.6,726.3,779.2666666666667,836.828,794.98,820.03
498,1198,768.470288984344,676.5,618.0,647.6,748.7,763.1666666666666,838.644,795.1,820.0233333333333
499,1199,769.5599267656978,786.5,848.3333333333334,792.4,739.8,763.5666666666667,840.492,801.69,821.8866666666667
500,1200,770.6495645470513,852.0,780.0,796.8,753.3,745.6666666666666,841.01,797.91,820.4666666666667
501,1201,771.7392023284051,822.0,736.6666666666666,803.4,796.0,746.3333333333334,841.53,801.29,820.8433333333334
502,1202,772.8288401097589,860.0,856.3333333333334,837.6,813.3,740.5666666666667,838.732,800.21,818.2633333333333
503,1203,773.9184778911126,894.0,876.3333333333334,802.0,766.1,748.8,839.494,803.88,819.6933333333334
504,1204,775.0081156724661,593.0,655.3333333333334,686.2,700.7,760.2333333333333,840.304,803.73,820.0733333333334
505,1205,776.0977534538199,511.5,525.3333333333334,597.8,716.7,776.2,841.074,804.06,822.9766666666667
506,1206,777.1873912351737,601.0,754.0,745.0,706.1,792.0333333333333,843.508,805.99,824.5066666666667
507,1207,778.2770290165274,946.5,900.6666666666666,801.8,755.0,803.9333333333333,843.494,813.56,824.8766666666667
508,1208,779.366666797881,684.5,705.3333333333334,756.2,821.6,796.1666666666666,843.604,815.9,824.53
509,1209,780.4563045792347,831.0,740.6666666666666,762.4,815.9,808.6,843.758,817.77,825.9933333333333
510,1210,781.5459423605885,844.5,818.6666666666666,883.4,905.7,804.8,844.84,820.44,826.4
511,1211,782.6355801419422,961.5,927.0,910.8,890.7,870.2,846.07,819.36,827.6033333333334
512,1212,783.7252179232958,805.0,817.0,816.4,875.5,898.2,846.436,821.26,828.1533333333333
513,1213,784.8148557046495,645.5,732.6666666666666,846.4,892.2,896.5,846.986,831.92,830.4833333333333
514,1214,785.9044934860033,890.5,894.6666666666666,845.6,905.5,889.5,848.166,835.0,830.01
515,1215,786.994131267357,1048.0,962.6666666666666,1031.6,976.4,885.9,851.054,830.66,830.8066666666666
516,1216,788.0837690487106,966.5,1020.6666666666666,969.0,989.2,866.2333333333333,851.622,832.02,831.2566666666667
517,1217,789.1734068300643,1077.5,1062.6666666666667,962.0,937.5,862.3333333333334,853.244,846.13,831.7833333333333
518,1218,790.2630446114181,685.5,765.0,878.8,797.6,864.7333333333333,854.448,846.13,832.05
519,1219,791.3526823927718,756.0,793.3333333333334,750.2,846.0,871.2666666666667,854.078,842.03,832.67
520,1220,792.4423201741254,843.0,861.6666666666666,857.0,810.0,866.4,853.914,849.27,835.3033333333333
521,1221,793.5319579554791,882.0,806.6666666666666,822.0,818.9,867.2666666666667,856.468,848.72,836.28
522,1222,794.6215957368329,711.0,777.3333333333334,818.6,857.9,852.7,858.466,850.49,836.9266666666666
523,1223,795.7112335181866,834.0,841.0,818.6,846.4,831.6333333333333,858.884,849.73,835.93
524,1224,796.8008712995402,834.0,905.0,870.8,856.8,847.8,860.374,855.18,836.8833333333333
525,1225,797.8905090808939,915.5,920.0,957.8,875.6,858.7333333333333,860.108,862.93,840.0866666666667
526,1226,798.9801468622477,853.0,986.0,867.6,884.7,868.3333333333334,861.082,866.14,842.0633333333334
527,1227,800.0697846436012,875.5,842.6666666666666,810.6,885.5,877.2666666666667,860.826,869.38,840.7233333333334
528,1228,801.159422424955,859.5,852.3333333333334,798.4,815.8,867.1333333333333,859.478,870.97,842.83
529,1229,802.2490602063087,876.0,794.6666666666666,798.4,836.6,885.8666666666667,858.998,872.55,845.08
530,1230,803.3386979876625,844.5,867.6666666666666,814.6,900.2,882.4,859.872,872.08,846.9233333333333
531,1231,804.428335769016,957.0,874.3333333333334,1002.0,919.8,879.9333333333333,861.06,868.65,845.5766666666667
532,1232,805.5179735503698,1193.5,1107.0,1037.8,894.9,871.2666666666667,861.34,874.05,845.51
533,1233,806.6076113317235,934.0,1174.0,1007.0,942.7,868.9666666666667,862.238,874.69,847.2733333333333
534,1234,807.6972491130773,719.5,768.6666666666666,815.6,891.4,866.8,864.052,878.01,848.64
535,1235,808.7868868944308,996.5,933.0,929.8,857.1,869.5,864.052,878.21,850.6866666666666
536,1236,809.8765246757846,996.5,933.0,929.8,839.6,878.3666666666667,864.774,869.75,851.7966666666666
537,1237,810.9661624571384,675.5,690.3333333333334,748.2,846.2,879.0333333333333,865.684,859.67,852.64
538,1238,812.0558002384921,752.0,730.6666666666666,747.4,844.7,885.6666666666666,866.886,853.33,854.5966666666667
539,1239,813.1454380198456,985.0,995.3333333333334,915.0,846.6,845.8666666666667,867.67,858.0,855.0166666666667
540,1240,814.2350758011994,900.0,835.6666666666666,895.4,874.9,861.4666666666667,868.908,862.21,855.5166666666667
541,1241,815.3247135825532,864.5,915.3333333333334,877.0,891.6,874.6,869.34,862.68,856.6233333333333
542,1242,816.4143513639069,834.5,851.0,864.8,864.5,867.2333333333333,869.758,863.61,859.89
543,1243,817.5039891452604,979.0,879.6666666666666,861.6,867.0,847.5333333333333,869.848,871.09,860.9633333333334
544,1244,818.5936269266142,708.5,731.3333333333334,830.4,869.9,864.6666666666666,870.87,871.35,865.08
545,1245,819.683264707968,997.0,891.6666666666666,837.6,907.2,870.6666666666666,872.026,866.48,868.3566666666667
546,1246,820.7729024893217,972.5,973.3333333333334,984.0,860.1,888.5,875.06,870.37,870.3966666666666
547,1247,821.8625402706753,845.0,822.6666666666666,883.0,901.1,894.6333333333333,875.766,869.06,874.5233333333333
548,1248,822.952178052029,743.5,790.0,818.8,837.2,904.6333333333333,876.226,866.3,875.9766666666667
549,1249,824.0418158333828,665.5,769.6666666666666,780.2,823.1,883.1666666666666,877.722,873.62,879.5933333333334
550,1250,825.1314536147365,824.0,745.3333333333334,791.4,827.0,862.2,879.102,872.03,881.4833333333333
551,1251,826.2210913960901,905.0,857.0,960.8,943.0,855.5,878.374,863.17,882.2666666666667
552,1252,827.3107291774438,1116.5,1010.6666666666666,1027.6,960.3,849.2666666666667,878.632,868.79,884.2733333333333
553,1253,828.4003669587976,941.5,1032.0,1038.0,987.8,843.6666666666666,878.618,870.29,887.8366666666667
554,1254,829.4900047401511,880.5,1043.6666666666667,948.0,936.2,842.7,879.334,865.14,888.7
555,1255,830.5796425215049,663.0,685.3333333333334,834.4,781.1,849.8,879.372,866.02,891.14
556,1256,831.6692803028586,560.0,628.0,614.2,709.9,865.3666666666667,880.038,871.26,893.8066666666666
557,1257,832.7589180842124,760.5,730.3333333333334,681.0,720.1,837.4,882.228,873.0,893.5233333333333
558,1258,833.8485558655659,856.5,810.6666666666666,826.0,825.4,856.4333333333333,881.726,873.72,895.7366666666667
559,1259,834.9381936469197,948.0,892.0,843.6,845.3,838.9333333333333,882.936,876.18,896.71
560,1260,836.0278314282734,988.5,992.3333333333334,918.0,885.5,864.1666666666666,883.652,874.65,898.1
561,1261,837.1174692096272,934.0,877.3333333333334,907.6,950.1,873.3666666666667,884.728,875.01,900.3666666666667
562,1262,838.2071069909807,928.5,1088.0,1025.6,943.2,880.7,884.936,875.8,900.0
563,1263,839.2967447723345,877.0,874.0,901.2,939.8,896.8,885.196,871.94,900.5133333333333
564,1264,840.3863825536882,942.0,897.0,854.0,828.3,890.5,887.688,874.96,897.9033333333333
565,1265,841.476020335042,706.5,741.3333333333334,767.6,802.7,900.8,889.728,872.17,897.4233333333333
566,1266,842.5656581163955,749.0,770.6666666666666,779.6,853.2,886.9,890.838,866.94,899.1366666666667
567,1267,843.6552958977493,1030.0,1065.3333333333333,875.0,895.7,866.0666666666667,891.728,871.38,901.3333333333334
568,1268,844.744933679103,763.0,821.6666666666666,914.2,937.4,864.7,892.114,872.06,903.8466666666667
569,1269,845.8345714604568,1000.5,903.6666666666666,867.0,904.9,869.0,893.744,867.43,904.2766666666666
570,1270,846.9242092418103,803.5,804.0,885.0,846.9,878.4333333333333,894.97,872.22,903.12
571,1271,848.0138470231641,808.0,860.0,824.2,876.8,900.1666666666666,895.514,872.87,902.3033333333333
572,1272,849.1034848045178,748.5,767.3333333333334,852.4,858.3,895.6666666666666,896.352,877.57,902.5433333333333
573,1273,850.1931225858716,912.5,865.0,907.0,914.1,907.2,897.754,884.8,903.3133333333334
574,1274,851.2827603672251,874.5,971.3333333333334,1003.4,936.0,897.9,897.718,893.09,903.3833333333333
575,1275,852.3723981485789,962.0,926.3333333333334,979.6,948.0,883.9666666666667,898.972,895.82,903.7933333333333
576,1276,853.4620359299327,985.5,921.0,899.8,925.2,892.5333333333333,899.894,900.3,904.5
577,1277,854.5516737112864,811.0,842.6666666666666,870.8,911.6,876.6333333333333,900.332,893.25,902.0766666666667
578,1278,855.6413114926399,954.5,933.0,904.8,887.3,873.0666666666667,903.828,893.45,903.9033333333333
579,1279,856.7309492739937,992.0,972.3333333333334,903.8,833.6,859.6,903.828,891.04,905.58
580,1280,857.8205870553475,940.5,923.6666666666666,905.8,894.1,862.9333333333333,903.966,892.93,906.0966666666667
581,1281,858.910224836701,630.5,721.3333333333334,762.4,788.9,871.4666666666667,904.88,909.07,906.0966666666667
582,1282,859.9998626180547,1123.5,983.0,815.4,782.1,890.2333333333333,906.548,913.88,909.74
583,1283,861.0895003994085,914.5,912.0,991.0,906.0,895.8666666666667,906.836,918.82,909.3766666666667
584,1284,862.1791381807623,803.0,851.0,917.2,888.3,889.0333333333333,906.388,924.54,909.91
585,1285,863.2687759621158,924.5,972.3333333333334,1040.6,960.1,913.7333333333333,906.998,925.01,910.06
586,1286,864.3584137434696,1024.5,1118.0,1054.2,980.1,926.6666666666666,907.314,932.08,910.0566666666666
587,1287,865.4480515248233,963.5,970.3333333333334,947.2,953.7,941.7666666666667,907.034,934.47,913.36
588,1288,866.5376893061771,804.5,815.6666666666666,852.8,953.4,943.3333333333334,908.838,927.42,912.33
589,1289,867.6273270875306,1179.5,1050.3333333333333,988.0,957.5,946.0333333333333,909.478,924.98,912.06
590,1290,868.7169648688844,1196.0,1171.3333333333333,1043.6,972.2,934.8666666666667,911.06,938.38,913.48
591,1291,869.8066026502381,901.5,898.3333333333334,902.6,917.1,900.8,911.884,941.66,915.0266666666666
592,1292,870.8962404315919,909.0,928.3333333333334,934.0,870.9,912.2333333333333,914.288,937.88,913.4633333333334
593,1293,871.9858782129454,864.0,878.6666666666666,902.6,866.5,954.0333333333333,914.074,939.24,911.3133333333334
594,1294,873.0755159942992,808.0,824.0,858.6,861.4,949.4333333333333,913.98,942.14,910.0633333333334
595,1295,874.1651537756529,868.0,864.3333333333334,839.4,899.0,954.4333333333333,916.762,946.77,910.7933333333333
596,1296,875.2547915570067,1052.0,1012.0,1032.8,979.7,980.0333333333333,918.122,950.35,915.5233333333333
597,1297,876.3444293383602,1042.5,1065.3333333333333,1007.6,1089.0,997.4,918.658,957.62,919.28
598,1298,877.434067119714,1036.0,983.0,994.6,1001.9,992.9666666666667,918.642,952.29,920.8466666666667
599,1299,878.5237049010677,931.5,956.0,943.8,997.2,999.9666666666667,917.366,950.46,919.78
600,1300,879.6133426824215,933.0,944.6666666666666,971.4,973.2,992.0666666666667,917.278,949.73,918.6566666666666
601,1301,880.702980463775,712.5,744.3333333333334,863.0,980.4,968.3,919.136,950.79,919.6366666666667
602,1302,881.7926182451288,820.5,937.3333333333334,1082.0,980.4,941.0666666666667,917.768,948.94,918.6366666666667
603,1303,882.8822560264825,1014.0,962.6666666666666,924.4,1006.7,918.0,919.174,946.2,920.6533333333333
604,1304,883.9718938078363,839.5,867.3333333333334,926.0,896.0,919.8666666666667,921.286,949.57,922.8466666666667
605,1305,885.0615315891898,702.5,805.3333333333334,813.6,868.8,966.7,921.67,944.6,924.97
606,1306,886.1511693705436,904.0,866.0,898.6,860.4,932.8333333333334,922.52,945.68,922.5666666666667
607,1307,887.2408071518973,880.0,902.0,852.6,922.3,927.7666666666667,922.684,946.44,923.95
608,1308,888.3304449332511,1011.0,1243.6666666666667,1104.2,1007.0,913.2666666666667,922.946,936.45,925.21
609,1309,889.4200827146046,964.5,952.6666666666666,925.6,973.3,934.3666666666667,924.052,928.95,926.1666666666666
610,1310,890.5097204959584,997.0,929.3333333333334,917.4,884.8,948.2,924.056,926.98,925.0
611,1311,891.5993582773121,686.5,820.0,884.4,928.6,939.0333333333333,924.154,926.06,923.42
612,1312,892.6889960586657,981.0,1038.3333333333333,972.6,933.0,945.0,928.118,920.97,923.1033333333334
613,1313,893.7786338400194,1010.5,944.0,963.8,932.3,898.5333333333333,930.246,920.99,924.5633333333334
614,1314,894.8682716213732,741.5,817.6666666666666,856.2,927.8,889.3333333333334,932.672,926.47,925.2
615,1315,895.957909402727,914.0,986.3333333333334,960.8,893.5,902.3666666666667,931.062,916.5,924.2133333333334
616,1316,897.0475471840805,893.5,895.0,786.0,873.4,887.7,932.64,915.9,926.3733333333333
617,1317,898.1371849654342,812.5,827.0,853.6,830.1,877.6666666666666,932.748,917.36,927.3166666666667
618,1318,899.226822746788,839.5,971.0,900.0,891.4,869.7,934.826,922.91,929.2166666666667
619,1319,900.3164605281418,992.0,950.3333333333334,848.4,912.8,892.4333333333333,936.624,924.46,930.3733333333333
620,1320,901.4060983094953,846.0,855.3333333333334,821.6,886.0,904.7333333333333,937.97,920.77,930.7866666666666
621,1321,902.495736090849,950.5,917.3333333333334,888.8,901.5,915.5,938.028,902.58,927.4633333333334
622,1322,903.5853738722028,930.5,1002.0,998.0,978.8,933.4,938.28,905.31,929.96
623,1323,904.6750116535566,969.0,981.0,1016.4,936.3,935.3666666666667,940.076,910.84,931.8366666666667
624,1324,905.7646494349101,875.5,958.0,856.2,936.3,954.4666666666667,939.802,919.57,929.69
625,1325,906.8542872162639,934.0,924.3333333333334,967.6,916.1,941.8666666666667,940.344,913.71,929.69
626,1326,907.9439249976176,930.5,844.3333333333334,905.6,936.6,944.9,942.084,911.81,932.3266666666667
627,1327,909.0335627789714,961.5,914.0,948.8,911.4,926.5,943.358,912.89,932.8533333333334
628,1328,910.1232005603249,915.0,887.6666666666666,917.6,957.3,937.2333333333333,942.526,911.82,935.6366666666667
629,1329,911.2128383416787,957.5,943.3333333333334,997.4,944.7,909.7333333333333,942.746,914.81,936.1533333333333
630,1330,912.3024761230324,898.5,904.0,942.2,953.4,899.8333333333334,943.254,922.59,938.2
631,1331,913.3921139043862,923.0,916.6666666666666,928.4,921.2,899.3666666666667,943.82,924.25,936.1233333333333
632,1332,914.4817516857397,887.0,711.0,760.0,859.4,905.9666666666667,945.004,929.83,933.5966666666667
633,1333,915.5713894670935,968.5,855.3333333333334,828.4,814.7,917.6333333333333,944.714,930.94,931.2766666666666
634,1334,916.6610272484472,936.0,860.6666666666666,866.4,952.9,914.9666666666667,944.554,926.36,931.73
635,1335,917.750665029801,1021.0,1034.0,1025.6,1001.2,903.1333333333333,945.49,922.02,931.61
636,1336,918.8403028111545,1065.5,1034.3333333333333,1059.4,1052.7,919.5333333333333,945.49,919.03,936.2966666666666
637,1337,919.9299405925083,1091.5,884.0,939.2,913.6,913.7,946.336,915.15,933.1933333333334
638,1338,921.019578373862,787.5,884.6666666666666,859.6,844.2,922.2333333333333,947.084,917.68,932.35
639,1339,922.1092161552156,762.0,883.3333333333334,847.2,846.3,934.6,950.428,917.71,933.23
640,1340,923.1988539365693,949.5,863.0,878.6,927.8,918.9333333333333,950.19,913.8,936.22
641,1341,924.2884917179231,1114.0,1046.6666666666667,1034.6,1008.6,936.5,949.994,916.7,939.6833333333333
642,1342,925.3781294992768,1049.0,1005.6666666666666,1004.4,1019.4,950.6333333333333,950.606,915.97,947.1433333333333
643,1343,926.4677672806304,894.5,854.0,935.6,965.2,957.4666666666667,951.024,924.01,946.2166666666667
644,1344,927.5574050619841,1006.0,1077.3333333333333,997.2,933.8,917.6666666666666,951.616,926.19,947.3533333333334
645,1345,928.6470428433379,985.5,968.6666666666666,945.2,961.0,891.9666666666667,953.284,925.53,948.0266666666666
646,1346,929.7366806246916,679.0,769.3333333333334,837.0,872.0,903.5333333333333,952.794,923.4,950.0166666666667
647,1347,930.8263184060452,770.0,817.0,866.8,888.7,900.1666666666666,952.794,915.35,949.8833333333333
648,1348,931.9159561873989,1012.0,1005.6666666666666,968.6,912.7,904.6,953.79,927.28,947.4866666666667
649,1349,933.0055939687527,916.5,1011.3333333333334,921.0,935.3,903.9,954.032,936.5,948.4066666666666
650,1350,934.0952317501064,837.0,892.3333333333334,912.2,934.9,928.3666666666667,955.456,940.08,949.06
651,1351,935.18486953146,1043.5,923.6666666666666,904.4,924.9,925.9,956.446,946.44,953.0666666666667
652,1352,936.2745073128137,952.0,997.3333333333334,822.6,932.5,921.3,955.272,952.95,953.8
653,1353,937.3641450941675,827.0,929.0,945.4,952.2,930.5,954.018,954.19,954.4933333333333
654,1354,938.4537828755213,904.5,1008.6666666666666,900.8,926.3,952.7,953.446,952.08,957.2366666666667
655,1355,939.5434206568748,902.5,929.0,881.0,924.3,953.0666666666667,953.444,946.84,956.27
656,1356,940.6330584382285,1127.0,1003.3333333333334,954.4,962.5,944.7666666666667,953.23,949.42,956.23
657,1357,941.7226962195823,1321.5,1107.3333333333333,1082.8,981.3,952.9333333333333,953.576,946.12,955.4766666666667
658,1358,942.8123340009361,874.0,1070.6666666666667,1096.0,979.6,963.7333333333333,952.272,954.19,956.21
659,1359,943.9019717822896,943.5,1022.0,1011.6,963.4,996.4,952.944,965.07,956.55
660,1360,944.9916095636434,873.0,942.6666666666666,986.8,1070.2,1036.5333333333333,953.982,963.25,956.89
661,1361,946.0812473449971,1358.0,1213.3333333333333,1026.4,1003.9,1002.5333333333333,955.152,963.44,957.1466666666666
662,1362,947.1708851263509,962.0,961.6666666666666,888.8,1064.5,997.4,955.032,966.96,958.2433333333333
663,1363,948.2605229077044,1408.5,1286.3333333333333,1145.8,1081.7,977.6333333333333,954.51,969.21,958.9566666666667
664,1364,949.3501606890582,833.5,791.0,853.2,908.1,946.3,954.526,977.01,959.1866666666666
665,1365,950.4397984704119,903.0,847.6666666666666,927.0,883.2,955.3333333333334,954.59,999.38,961.26
666,1366,951.5294362517654,912.0,942.0,937.8,917.4,928.4,955.032,997.87,965.6466666666666
667,1367,952.6190740331192,732.5,856.0,879.6,904.4,931.2333333333333,957.728,1009.97,965.89
668,1368,953.708711814473,1036.0,1007.6666666666666,862.6,945.2,947.9,957.76,1005.38,967.21
669,1369,954.7983495958267,1081.0,1128.0,1082.8,1024.6,949.5666666666667,958.592,1009.15,965.22
670,1370,955.8879873771803,873.5,917.0,1010.4,1017.4,964.6666666666666,958.646,1004.32,965.8633333333333
671,1371,956.977625158534,912.0,878.3333333333334,901.4,937.9,1016.3666666666667,960.67,1001.94,967.3733333333333
672,1372,958.0672629398878,936.0,955.3333333333334,938.0,930.7,1076.7,962.19,998.31,970.8533333333334
673,1373,959.1569007212415,973.5,952.0,974.2,958.6,1057.9333333333334,965.69,1000.86,969.4266666666666
674,1374,960.2465385025951,947.5,1221.3333333333333,1128.8,1060.5,1069.0666666666666,968.298,998.41,971.7066666666667
675,1375,961.3361762839488,1487.0,1353.3333333333333,1179.6,1253.9,1075.7666666666667,969.108,987.94,971.1533333333333
676,1376,962.4258140653026,1448.5,1211.6666666666667,1235.8,1137.9,1079.4666666666667,971.284,990.21,971.6833333333333
677,1377,963.5154518466563,873.5,908.3333333333334,912.6,957.5,1070.9666666666667,970.584,990.69,972.8066666666666
678,1378,964.6050896280099,1068.0,1012.6666666666666,1089.6,991.6,1055.1666666666667,971.774,992.21,973.1333333333333
679,1379,965.6947274093636,897.5,905.3333333333334,970.4,1045.0,1025.2,973.582,991.94,975.31
680,1380,966.7843651907174,985.0,999.6666666666666,973.4,979.5,980.4666666666667,974.714,995.03,976.81
681,1381,967.8740029720711,1020.0,997.0,970.6,920.0,977.3666666666667,976.44,988.9,975.7266666666667
682,1382,968.9636407534247,600.0,582.0,777.4,892.7,957.8666666666667,976.19,988.32,977.0366666666666
683,1383,970.0532785347784,836.5,925.3333333333334,1001.0,993.7,956.0,976.614,992.21,977.62
684,1384,971.1429163161322,999.0,996.6666666666666,986.4,994.4,950.5333333333333,977.524,995.6,978.35
685,1385,972.232554097486,944.5,993.3333333333334,981.4,1004.9,979.7666666666667,977.966,993.83,977.7633333333333
686,1386,973.3221918788395,952.5,971.3333333333334,959.8,976.7,973.6,980.33,981.2,976.9666666666667
687,1387,974.4118296601932,994.0,927.6666666666666,871.8,965.4,969.2333333333333,981.544,961.87,978.18
688,1388,975.501467441547,805.5,926.6666666666666,902.0,956.5,960.0666666666667,982.692,962.89,980.1533333333333
689,1389,976.5911052229008,912.5,859.6666666666666,838.0,924.2,948.2333333333333,982.958,963.84,979.0766666666667
690,1390,977.6807430042543,949.0,954.6666666666666,927.4,932.5,930.6333333333333,981.834,966.01,980.7633333333333
691,1391,978.770380785608,969.5,879.6666666666666,926.4,946.6,949.2,983.55,964.78,983.2666666666667
692,1392,979.8600185669618,1025.5,995.6666666666666,975.0,953.3,967.9666666666667,984.79,976.06,982.7366666666667
693,1393,980.9496563483156,891.5,940.6666666666666,964.4,969.0,969.6,986.94,976.13,984.6266666666667
694,1394,982.0392941296691,1011.0,1045.6666666666667,1026.0,999.7,965.7333333333333,988.876,970.1,984.97
695,1395,983.1289319110228,922.0,906.6666666666666,950.8,982.9,986.7333333333333,988.84,965.76,985.1833333333333
696,1396,984.2185696923766,897.0,908.6666666666666,918.6,926.2,987.4666666666667,988.926,971.61,988.04
697,1397,985.3082074737301,922.0,944.3333333333334,881.0,978.5,987.9666666666667,991.706,970.43,988.7166666666667
698,1398,986.3978452550839,1250.5,1172.0,1112.6,1033.6,984.7,993.372,973.26,990.7666666666667
699,1399,987.4874830364377,1066.0,995.6666666666666,1151.0,1070.7,986.3666666666667,996.404,973.35,990.6633333333333
700,1400,988.5771208177914,1014.5,1046.6666666666667,1054.4,986.7,992.7333333333333,1000.526,978.43,998.1266666666667
701,1401,989.6667585991449,912.0,926.0,919.0,976.8,972.5333333333333,1001.516,976.67,999.6133333333333
702,1402,990.7563963804987,1058.5,1028.6666666666667,1003.0,963.2,975.6666666666666,1002.318,976.71,998.4066666666666
703,1403,991.8460341618525,978.0,848.0,885.2,949.5,973.8,1003.128,976.46,1000.0633333333334
704,1404,992.9356719432062,916.0,877.6666666666666,899.8,924.8,986.9666666666667,1004.342,973.42,1001.2166666666667
705,1405,994.0253097245597,970.5,965.0,1077.6,1033.0,981.5666666666667,1005.194,975.58,1000.41
706,1406,995.1149475059135,1029.5,1036.6666666666667,1046.2,999.1,990.1333333333333,1007.082,971.37,1001.1566666666666
707,1407,996.2045852872673,1027.5,965.3333333333334,951.8,981.3,986.3,1010.032,971.49,996.63
708,1408,997.294223068621,877.0,930.3333333333334,937.4,964.1,986.6333333333333,1009.744,967.22,995.78
709,1409,998.3838608499746,992.0,971.3333333333334,1002.8,971.1,964.8666666666667,1010.602,969.99,994.0933333333334
710,1410,999.4734986313283,924.0,943.3333333333334,948.8,941.4,939.1,1011.22,965.43,993.7966666666666
711,1411,1000.5631364126821,879.5,952.0,927.6,914.2,956.0333333333333,1009.954,961.44,994.1
712,1412,1001.6527741940358,778.0,860.6666666666666,930.4,962.3,966.8666666666667,1010.906,972.78,993.6833333333333
713,1413,1002.7424119753894,781.0,861.6666666666666,903.6,932.6,958.7333333333333,1011.584,975.16,995.3833333333333
714,1414,1003.8320497567431,1113.0,1092.3333333333333,967.8,986.5,958.9333333333333,1011.824,975.47,996.67
715,1415,1004.9216875380969,1035.0,1038.6666666666667,1050.6,978.5,934.1333333333333,1013.082,984.12,998.9566666666667
716,1416,1006.0113253194506,977.5,846.3333333333334,885.4,950.4,958.2,1014.144,990.39,998.7033333333334
717,1417,1007.1009631008042,980.5,1032.0,900.0,955.4,962.9333333333333,1016.158,1006.58,999.9366666666666
718,1418,1008.1906008821579,1090.5,1055.3333333333333,939.0,894.8,954.0,1018.826,1005.96,1001.4633333333334
719,1419,1009.2802386635117,927.5,1018.6666666666666,1054.4,968.3,965.0,1019.502,1006.89,1005.3933333333333
720,1420,1010.3698764448654,829.0,872.0,932.0,988.5,1000.1333333333333,1019.944,1010.49,1008.9566666666667
721,1421,1011.459514226219,971.0,913.6666666666666,1061.6,996.8,998.2,1020.034,1015.05,1012.68
722,1422,1012.5491520075727,1363.0,1260.6666666666667,1163.4,1107.6,1031.0,1021.212,1019.78,1013.75
723,1423,1013.6387897889265,1126.0,1093.6666666666667,1070.4,1099.6,1023.2333333333333,1022.162,1024.92,1017.0233333333333
724,1424,1014.72842757028,931.0,957.6666666666666,1025.0,1019.9,1037.2,1024.376,1029.95,1019.1633333333333
725,1425,1015.8180653516338,954.0,997.6666666666666,1026.2,1022.4,1098.0666666666666,1023.704,1036.09,1018.1
726,1426,1016.9077031329875,997.0,1110.6666666666667,1108.2,1078.7,1101.4666666666667,1020.994,1033.13,1018.9733333333334
